"creating","create","vytvářet","vytvářet","impf"," Simultaneously creating and focusing on what we experience, we can relax into each event, like a painter enjoying the act of painting or a musician hearing in his mind the sound of the score that he is reading."," Můžeme něco vytvářet a současně se zaměřovat i na to, co prožíváme, a tak spočinout v každé události jako malíř, který si vychutnává akt malování, nebo hudebník, který si čte v partituře a v duchu slyší zvuk zapsané hudby."
"experience","experience","prožíváme","prožívat","impf"," Simultaneously creating and focusing on what we experience, we can relax into each event, like a painter enjoying the act of painting or a musician hearing in his mind the sound of the score that he is reading."," Můžeme něco vytvářet a současně se zaměřovat i na to, co prožíváme, a tak spočinout v každé události jako malíř, který si vychutnává akt malování, nebo hudebník, který si čte v partituře a v duchu slyší zvuk zapsané hudby."
"enjoying","enjoy","vychutnává","vychutnávat","impf"," Simultaneously creating and focusing on what we experience, we can relax into each event, like a painter enjoying the act of painting or a musician hearing in his mind the sound of the score that he is reading."," Můžeme něco vytvářet a současně se zaměřovat i na to, co prožíváme, a tak spočinout v každé události jako malíř, který si vychutnává akt malování, nebo hudebník, který si čte v partituře a v duchu slyší zvuk zapsané hudby."
"reading","read","čte","číst","impf"," Simultaneously creating and focusing on what we experience, we can relax into each event, like a painter enjoying the act of painting or a musician hearing in his mind the sound of the score that he is reading."," Můžeme něco vytvářet a současně se zaměřovat i na to, co prožíváme, a tak spočinout v každé události jako malíř, který si vychutnává akt malování, nebo hudebník, který si čte v partituře a v duchu slyší zvuk zapsané hudby."
"opens","open","otevírá","otevírat","impf"," The more awareness opens, the more time opens, revealing new dimensions of awareness."," Čím více se otevírá vědomí, tím více se otevírá i čas a odhaluje nové dimenze uvědomění."
"opens","open","otevírá","otevírat","impf"," The more awareness opens, the more time opens, revealing new dimensions of awareness."," Čím více se otevírá vědomí, tím více se otevírá i čas a odhaluje nové dimenze uvědomění."
"opens","open","otevírá","otevírat","impf"," The more awareness opens, the more time opens, revealing new dimensions of awareness."," Čím více se otevírá vědomí, tím více se otevírá i čas a odhaluje nové dimenze uvědomění."
"opens","open","otevírá","otevírat","impf"," The more awareness opens, the more time opens, revealing new dimensions of awareness."," Čím více se otevírá vědomí, tím více se otevírá i čas a odhaluje nové dimenze uvědomění."
"revealing","reveal","odhaluje","odhalovat","impf"," The more awareness opens, the more time opens, revealing new dimensions of awareness."," Čím více se otevírá vědomí, tím více se otevírá i čas a odhaluje nové dimenze uvědomění."
"painting","paint","malují","malovat","impf"," Mind and senses interact, painting beautiful art on the canvas of time."," Mysl a smysly se vzájemně ovlivňují a malují nádherné umění na plátně času."
"creating","create","vytváří","vytvářet","impf"," Creativity continues unpatterned, creating new and elegant patterns."," Tvořivost setrvává bez daných vzorců a vytváří vzorce nové a krásné."
"care","care","Záleží","záležet","impf"," Do you care about producing good results?"," Záleží vám na tom, abyste měli dobré výsledky?"
"care","care","Záleží","záležet","impf"," Do you care about learning to develop your own abilities?"," Záleží vám na tom, abyste se naučili rozvíjet své vlastní schopnosti?"
"learning","learn","naučili","naučit","pf"," Do you care about learning to develop your own abilities?"," Záleží vám na tom, abyste se naučili rozvíjet své vlastní schopnosti?"
"develop","develop","rozvíjet","rozvíjet","impf"," Do you care about learning to develop your own abilities?"," Záleží vám na tom, abyste se naučili rozvíjet své vlastní schopnosti?"
"want","want","chtít","chtít","impf"," If so, you will naturally want to participate more fully in your work, helping to protect the fruit of your efforts."," Pokud ano, budete se přirozeně chtít na své práci podílet mnohem hlouběji a pomáhat hájit plody svého úsilí."
"participate","participate","podílet","podílet","impf"," If so, you will naturally want to participate more fully in your work, helping to protect the fruit of your efforts."," Pokud ano, budete se přirozeně chtít na své práci podílet mnohem hlouběji a pomáhat hájit plody svého úsilí."
"helping","help","pomáhat","pomáhat","impf"," If so, you will naturally want to participate more fully in your work, helping to protect the fruit of your efforts."," Pokud ano, budete se přirozeně chtít na své práci podílet mnohem hlouběji a pomáhat hájit plody svého úsilí."
"protect","protect","hájit","hájit","impf"," If so, you will naturally want to participate more fully in your work, helping to protect the fruit of your efforts."," Pokud ano, budete se přirozeně chtít na své práci podílet mnohem hlouběji a pomáhat hájit plody svého úsilí."
"move","move","postupovat","postupovat","impf"," You will move naturally toward assuming more responsibility."," Budete přirozeně postupovat směrem k převzetí větší odpovědnosti."
"care","care","záleží","záležet","impf"," If we care about our work, the actions we take daily will express caring."," Jestliže nám na naší práci záleží, na všech činnostech, které vykonáváme každý den, to bude znát."
"done","do","vykonat","vykonat","pf"," But there is still much work to be done."," Ale stále je ještě spousta práce, kterou je potřeba vykonat."
"looking","look","hledat","hledat","impf"," Now is the time to challenge the limitations of our own energy and mind, looking steadily for better ways to activate concentration and energy and increase our productivity."," Teď je čas postavit se omezením naší vlastní energie a mysli, neochvějně hledat lepší cesty, jak aktivovat koncentraci a energii, a zvyšovat svou výkonnost."
"increase","increase","zvyšovat","zvyšovat","impf"," Now is the time to challenge the limitations of our own energy and mind, looking steadily for better ways to activate concentration and energy and increase our productivity."," Teď je čas postavit se omezením naší vlastní energie a mysli, neochvějně hledat lepší cesty, jak aktivovat koncentraci a energii, a zvyšovat svou výkonnost."
"stimulate","stimulate","stimulovat","stimulovat","impf"," There are countless new ways to stimulate body energy and positive imagination, increase awareness, and activate a healthy, refreshing, and wholesome quality of life."," Existuje bezpočet nových možností, jak stimulovat energii těla a pozitivní představivost, jak zvyšovat uvědomění a aktivovat blahodárnou, osvěžující a hojivou kvalitu života."
"gives","give","poskytuje","poskytovat","impf"," Because it is based on our experience, our understanding of what is positive and valuable is clear and reliable, and gives purpose to our lives."," Vzhledem k tomu, že naše chápání, co je pozitivní a cenné, je založené na tom, co prožíváme, je jasné a spolehlivé a poskytuje smysl našemu životu."
"prevented","prevent","předejít","předejít","pf"," How can these patterns be prevented?"," Je možné těmto vzorcům chování nějak předejít?"
